timestamp,user_id,client_type,symbol,side,quantity,price
2023-03-17 14:24:00,1001,gold,AAPL,buy,7.67,157.35
2023-02-23 07:31:00,1001,gold,AAPL,buy,1.84,156.98
2023-02-13 03:29:00,1001,gold,SPY,sell,8.28,417.01
2023-02-18 02:41:00,1001,gold,AAPL,sell,1.87,175.42
2023-01-30 09:52:00,1001,gold,QQQ,sell,8.46,351.83
2023-03-27 09:06:00,1001,gold,AAPL,buy,8.8,161.4
2023-01-29 23:22:00,1001,gold,AAPL,buy,5.81,157.34
2023-02-10 07:15:00,1001,gold,MSFT,buy,3.06,290.71
2023-03-16 14:37:00,1001,gold,SPY,sell,8.96,437.25
2023-01-20 21:25:00,1001,gold,QQQ,sell,4.26,384.44
2023-01-02 23:13:00,1001,gold,GOOGL,sell,6.37,2678.77
2023-02-03 17:05:00,1001,gold,AAPL,sell,7.92,160.21
2023-03-11 18:06:00,1001,gold,GOOGL,buy,8.83,2691.68
2023-01-31 19:21:00,1001,gold,AAPL,sell,5.4,153.36
2023-03-12 05:38:00,1001,gold,AAPL,buy,7.59,174.48
2023-03-27 22:10:00,1001,gold,MSFT,sell,9.68,307.59
2023-03-17 07:31:00,1001,gold,MSFT,sell,9.1,282.56
2023-02-05 22:50:00,1001,gold,AAPL,buy,7.37,151.77
2023-02-22 06:29:00,1001,gold,SPY,buy,5.85,412.15
2023-03-24 03:21:00,1001,gold,AAPL,buy,6.93,160.63
2023-01-24 09:30:00,1001,gold,AAPL,sell,7.55,174.02
2023-03-11 00:30:00,1001,gold,SPY,buy,8.87,404.9
2023-02-19 09:03:00,1001,gold,AAPL,buy,2.5,164.57
2023-02-07 07:25:00,1001,gold,SPY,sell,4.81,435.92
2023-03-07 02:44:00,1001,gold,AAPL,buy,7.73,151.71
2023-03-18 01:21:00,1001,gold,GOOGL,buy,6.36,2570.56
2023-01-31 09:03:00,1001,gold,QQQ,buy,4.77,378.65
2023-03-14 03:24:00,1001,gold,SPY,buy,7.05,403.63
2023-02-26 18:32:00,1001,gold,AAPL,buy,5.55,153.97
2023-01-14 18:53:00,1001,gold,MSFT,buy,7.01,284.14
2023-02-02 01:44:00,1001,gold,GOOGL,sell,3.54,2602.86
2023-02-26 18:49:00,1001,gold,AAPL,sell,8.46,151.32
2023-03-12 05:03:00,1001,gold,SPY,buy,2.01,401.8
2023-03-29 08:31:00,1001,gold,SPY,buy,1.38,401.99
2023-01-21 06:02:00,1001,gold,AAPL,sell,8.02,176.52
2023-02-01 09:06:00,1001,gold,SPY,buy,2.61,433.5
2023-01-30 07:36:00,1001,gold,GOOGL,buy,4.44,2641.21
2023-03-28 18:18:00,1001,gold,AAPL,buy,4.59,158.36
2023-02-25 11:47:00,1001,gold,MSFT,buy,2.04,318.5
2023-01-01 17:44:00,1001,gold,MSFT,sell,6.46,303.06
2023-02-08 17:18:00,1001,gold,QQQ,buy,4.28,383.92
2023-01-23 21:00:00,1001,gold,MSFT,sell,3.94,287.67
2023-02-11 15:52:00,1001,gold,QQQ,sell,4.65,374.27
2023-02-06 17:35:00,1001,gold,SPY,sell,7.08,436.8
2023-01-06 08:21:00,1001,gold,QQQ,sell,1.84,355.89
2023-01-19 22:23:00,1001,gold,SPY,buy,5.1,419.2
2023-01-16 15:34:00,1001,gold,AAPL,buy,8.01,156.57
2023-03-06 14:33:00,1001,gold,GOOGL,sell,7.01,2678.64
2023-03-08 16:32:00,1001,gold,QQQ,sell,9.07,375.51
2023-01-20 07:53:00,1001,gold,GOOGL,sell,4.96,2570.35
2023-02-23 13:17:00,1001,gold,SPY,buy,7.36,420.79
2023-02-23 18:22:00,1001,gold,QQQ,buy,8.71,380.14
2023-01-22 15:57:00,1001,gold,QQQ,buy,5.39,381.93
2023-01-24 01:42:00,1001,gold,GOOGL,buy,9.16,2698.9
2023-02-23 08:36:00,1001,gold,MSFT,sell,3.95,315.19
2023-03-25 01:22:00,1001,gold,AAPL,sell,1.17,166.18
2023-01-28 15:52:00,1001,gold,AAPL,buy,2.79,150.61
2023-01-14 19:45:00,1001,gold,MSFT,sell,2.51,284.58
2023-03-22 08:17:00,1001,gold,AAPL,sell,6.18,177.24
2023-02-24 22:34:00,1001,gold,AAPL,sell,8.65,168.01
2023-02-28 05:13:00,1002,gold,AAPL,sell,1.11,162.6
2023-02-25 20:13:00,1002,gold,SPY,buy,7.6,426.91
2023-03-20 22:48:00,1002,gold,MSFT,sell,8.67,315.27
2023-03-18 23:56:00,1002,gold,SPY,sell,1.26,439.89
2023-03-02 22:02:00,1002,gold,MSFT,buy,5.65,296.26
2023-03-02 18:53:00,1002,gold,SPY,sell,8.14,415.31
2023-01-16 06:34:00,1002,gold,QQQ,sell,4.83,360.06
2023-03-17 17:54:00,1002,gold,MSFT,buy,7.69,287.66
2023-01-17 09:21:00,1002,gold,QQQ,sell,9.82,378.32
2023-03-15 09:42:00,1002,gold,AAPL,buy,5.98,170.92
2023-02-21 16:47:00,1002,gold,SPY,sell,4.96,423.89
2023-02-23 20:41:00,1002,gold,AAPL,buy,2.37,174.33
2023-03-14 21:11:00,1002,gold,QQQ,buy,7.98,367.15
2023-01-10 05:20:00,1002,gold,AAPL,buy,9.53,156.23
2023-02-28 02:25:00,1002,gold,AAPL,sell,5.05,167.81
2023-03-24 05:05:00,1002,gold,GOOGL,sell,8.09,2698.35
2023-01-16 15:59:00,1002,gold,MSFT,buy,1.64,309.96
2023-02-11 20:36:00,1002,gold,MSFT,sell,9.48,283.22
2023-03-28 09:11:00,1002,gold,MSFT,buy,1.82,303.01
2023-02-25 21:40:00,1002,gold,QQQ,buy,7.87,389.88
2023-03-05 09:50:00,1002,gold,SPY,buy,5.23,408.04
2023-01-01 22:26:00,1002,gold,SPY,buy,5.09,420.21
2023-01-27 09:06:00,1002,gold,QQQ,sell,4.72,380.4
2023-01-31 05:24:00,1002,gold,QQQ,buy,9.35,374.35
2023-01-20 17:00:00,1002,gold,MSFT,buy,5.97,316.52
2023-03-18 17:20:00,1002,gold,MSFT,sell,4.74,298.27
2023-02-06 10:11:00,1002,gold,GOOGL,buy,3.49,2624.48
2023-02-11 06:26:00,1002,gold,QQQ,sell,8.79,365.09
2023-02-19 22:39:00,1002,gold,GOOGL,sell,3.1,2513.09
2023-01-13 17:57:00,1002,gold,GOOGL,sell,9.68,2789.61
2023-02-13 21:16:00,1002,gold,SPY,buy,7.5,423.47
2023-03-04 18:28:00,1002,gold,SPY,buy,8.67,415.83
2023-03-23 03:25:00,1002,gold,AAPL,buy,3.11,170.53
2023-01-19 08:20:00,1002,gold,SPY,buy,7.25,414.67
2023-01-31 16:59:00,1002,gold,QQQ,sell,6.09,374.79
2023-02-06 23:07:00,1002,gold,QQQ,buy,3.09,368.61
2023-02-28 10:18:00,1002,gold,QQQ,buy,1.66,377.61
2023-01-03 22:28:00,1002,gold,GOOGL,sell,8.68,2614.41
2023-02-06 07:51:00,1002,gold,SPY,sell,1.07,445.53
2023-01-18 21:26:00,1002,gold,QQQ,sell,2.97,377.23
2023-02-23 05:59:00,1002,gold,AAPL,buy,3.78,163.22
2023-03-03 10:04:00,1002,gold,GOOGL,buy,8.08,2609.76
2023-02-20 19:01:00,1002,gold,MSFT,buy,5.21,289.02
2023-03-16 13:00:00,1002,gold,MSFT,buy,8.12,298.19
2023-03-24 02:09:00,1002,gold,MSFT,buy,7.07,317.73
2023-01-31 18:20:00,1002,gold,SPY,sell,6.84,449.8
2023-01-20 14:09:00,1002,gold,GOOGL,sell,5.08,2722.94
2023-01-31 12:22:00,1002,gold,AAPL,sell,6.54,178.17
2023-02-28 03:07:00,1002,gold,AAPL,sell,5.9,179.34
2023-03-12 07:04:00,1002,gold,GOOGL,buy,1.46,2796.65
2023-01-19 04:26:00,1002,gold,QQQ,buy,8.32,361.09
2023-01-03 05:56:00,1003,gold,MSFT,buy,1.99,294.33
2023-03-17 03:43:00,1003,gold,MSFT,buy,2.14,282.54
2023-01-04 02:04:00,1003,gold,SPY,buy,9.51,426.07
2023-01-19 02:14:00,1003,gold,SPY,sell,4.84,444.96
2023-03-06 20:39:00,1003,gold,GOOGL,sell,6.62,2713.65
2023-02-25 15:24:00,1003,gold,SPY,buy,8.14,427.57
2023-02-17 05:12:00,1003,gold,GOOGL,sell,4.05,2624.8
2023-01-08 20:01:00,1003,gold,SPY,buy,1.82,418.63
2023-01-07 09:49:00,1003,gold,QQQ,sell,7.03,386.63
2023-03-13 12:32:00,1003,gold,QQQ,sell,4.16,354.33
2023-03-24 19:00:00,1003,gold,AAPL,sell,6.17,174.22
2023-01-19 19:19:00,1003,gold,AAPL,sell,1.26,158.2
2023-02-13 05:22:00,1003,gold,SPY,buy,2.28,410.76
2023-03-21 01:41:00,1003,gold,MSFT,sell,7.49,283.4
2023-02-14 14:40:00,1003,gold,AAPL,sell,4.99,162.72
2023-01-08 00:15:00,1003,gold,AAPL,sell,7.1,167.79
2023-02-25 05:59:00,1003,gold,GOOGL,sell,9.51,2729.25
2023-01-06 14:53:00,1003,gold,GOOGL,sell,5.79,2667.62
2023-01-15 13:49:00,1003,gold,AAPL,sell,9.29,175.86
2023-01-14 08:18:00,1003,gold,AAPL,sell,2.55,178.43
2023-03-07 21:36:00,1003,gold,SPY,sell,5.72,416.65
2023-01-19 08:44:00,1003,gold,AAPL,buy,9.15,160.48
2023-03-14 19:46:00,1003,gold,GOOGL,buy,6.42,2696.65
2023-02-05 20:11:00,1003,gold,SPY,sell,8.78,422.11
2023-01-12 20:59:00,1003,gold,AAPL,sell,5.57,159.31
2023-03-25 06:25:00,1003,gold,QQQ,sell,5.16,382.39
2023-01-11 17:13:00,1003,gold,MSFT,sell,5.51,312.44
2023-02-06 13:13:00,1003,gold,GOOGL,buy,3.23,2631.83
2023-02-19 09:41:00,1003,gold,SPY,sell,7.11,416.48
2023-02-20 04:24:00,1003,gold,MSFT,buy,4.0,293.99
2023-03-29 17:58:00,1003,gold,QQQ,buy,3.79,383.16
2023-01-25 07:43:00,1003,gold,AAPL,sell,5.58,150.55
2023-01-05 22:35:00,1003,gold,GOOGL,buy,1.69,2530.34
2023-02-26 01:29:00,1003,gold,MSFT,buy,6.38,307.71
2023-03-10 08:09:00,1003,gold,SPY,sell,7.09,437.43
2023-02-18 17:09:00,1003,gold,MSFT,sell,9.14,302.82
2023-02-17 18:55:00,1003,gold,QQQ,sell,9.7,375.65
2023-01-29 15:23:00,1003,gold,AAPL,buy,3.57,172.89
2023-02-10 03:22:00,1003,gold,MSFT,buy,4.73,295.45
2023-02-27 21:00:00,1003,gold,MSFT,buy,2.24,307.84
2023-02-06 08:06:00,1003,gold,AAPL,buy,1.17,156.47
2023-03-18 18:17:00,1003,gold,MSFT,buy,1.43,298.28
2023-03-27 02:55:00,1003,gold,AAPL,buy,7.47,158.74
2023-03-02 01:29:00,1003,gold,QQQ,sell,1.61,365.62
2023-03-16 11:20:00,1003,gold,SPY,sell,3.28,436.65
2023-03-03 21:33:00,1003,gold,GOOGL,buy,4.17,2692.84
2023-01-06 10:46:00,1003,gold,GOOGL,buy,1.57,2637.3
2023-01-07 22:22:00,1003,gold,MSFT,sell,9.9,310.13
2023-01-24 16:56:00,1003,gold,MSFT,sell,2.12,309.73
2023-01-24 18:37:00,1003,gold,SPY,sell,9.32,403.95
2023-02-26 11:59:00,1003,gold,MSFT,sell,1.92,297.84
2023-01-08 02:33:00,1003,gold,SPY,buy,7.54,431.97
2023-02-26 01:11:00,1003,gold,SPY,sell,5.62,442.43
2023-02-27 12:39:00,1003,gold,GOOGL,buy,3.12,2608.65
2023-01-15 00:53:00,1003,gold,MSFT,sell,7.87,295.92
2023-03-20 09:44:00,1003,gold,GOOGL,sell,5.66,2535.33
2023-03-29 10:54:00,1003,gold,SPY,buy,2.1,422.26
2023-03-07 07:39:00,1004,gold,AAPL,sell,9.02,175.54
2023-03-12 04:25:00,1004,gold,AAPL,buy,8.13,157.1
2023-03-15 02:31:00,1004,gold,QQQ,buy,1.59,366.38
2023-03-23 20:03:00,1004,gold,GOOGL,sell,6.78,2704.03
2023-02-11 07:41:00,1004,gold,GOOGL,buy,4.89,2516.62
2023-03-10 03:11:00,1004,gold,MSFT,sell,8.61,302.03
2023-03-14 01:24:00,1004,gold,QQQ,buy,6.33,363.5
2023-03-23 01:02:00,1004,gold,AAPL,buy,1.41,169.24
2023-03-30 02:02:00,1004,gold,SPY,sell,6.78,420.3
2023-02-14 13:36:00,1004,gold,GOOGL,sell,4.74,2602.06
2023-01-07 09:54:00,1004,gold,GOOGL,sell,5.63,2572.52
2023-01-21 17:00:00,1004,gold,SPY,sell,3.23,428.88
2023-01-28 19:54:00,1004,gold,QQQ,sell,5.49,388.67
2023-01-14 14:42:00,1004,gold,MSFT,buy,1.45,306.17
2023-03-12 09:51:00,1004,gold,GOOGL,sell,7.55,2609.78
2023-01-13 13:26:00,1004,gold,AAPL,sell,5.54,172.93
2023-01-05 04:40:00,1004,gold,MSFT,sell,6.02,304.1
2023-02-20 21:02:00,1004,gold,MSFT,sell,5.67,285.59
2023-02-12 22:59:00,1004,gold,MSFT,sell,5.57,302.52
2023-03-25 19:44:00,1004,gold,AAPL,sell,6.25,173.9
2023-01-19 23:14:00,1004,gold,QQQ,buy,7.49,383.65
2023-01-27 14:00:00,1004,gold,GOOGL,buy,6.15,2557.24
2023-03-26 16:19:00,1004,gold,QQQ,sell,8.86,363.0
2023-03-29 21:57:00,1004,gold,QQQ,sell,3.82,380.88
2023-02-06 07:04:00,1004,gold,MSFT,sell,2.73,288.99
2023-03-11 12:57:00,1004,gold,SPY,sell,5.32,414.39
2023-02-26 22:23:00,1004,gold,SPY,sell,9.59,435.71
2023-03-17 08:10:00,1004,gold,MSFT,sell,2.93,302.48
2023-01-13 23:15:00,1004,gold,GOOGL,buy,7.03,2691.38
2023-03-25 06:48:00,1004,gold,GOOGL,buy,9.68,2547.38
2023-01-05 05:58:00,1004,gold,MSFT,sell,3.57,306.09
2023-02-07 01:16:00,1004,gold,SPY,buy,9.41,409.32
2023-03-05 04:34:00,1004,gold,AAPL,sell,6.11,153.22
2023-01-02 11:30:00,1004,gold,QQQ,sell,3.46,378.74
2023-03-27 03:15:00,1004,gold,MSFT,buy,2.58,313.08
2023-02-12 10:18:00,1004,gold,GOOGL,buy,5.3,2502.05
2023-03-29 17:09:00,1004,gold,QQQ,buy,3.35,356.39
2023-02-28 20:40:00,1004,gold,MSFT,buy,6.75,288.83
2023-03-29 20:20:00,1004,gold,MSFT,sell,7.32,312.08
2023-01-26 19:32:00,1004,gold,AAPL,sell,5.75,160.85
2023-03-07 15:12:00,1004,gold,QQQ,buy,2.48,369.55
2023-01-03 13:30:00,1004,gold,AAPL,sell,2.19,162.46
2023-01-09 16:06:00,1004,gold,MSFT,buy,7.71,293.78
2023-02-18 15:18:00,1004,gold,AAPL,sell,4.68,173.07
2023-03-10 13:24:00,1004,gold,SPY,sell,1.72,443.01
2023-03-11 14:28:00,1004,gold,QQQ,buy,7.55,376.94
2023-01-15 01:05:00,1004,gold,QQQ,sell,8.41,379.0
2023-02-01 01:30:00,1004,gold,SPY,buy,3.17,433.6
2023-03-15 10:53:00,1004,gold,SPY,sell,3.11,425.19
2023-03-13 20:11:00,1004,gold,QQQ,sell,3.13,361.01
2023-03-31 14:12:00,1004,gold,GOOGL,sell,6.0,2603.32
2023-03-01 01:58:00,1005,gold,GOOGL,sell,4.39,2642.06
2023-02-27 12:39:00,1005,gold,QQQ,sell,9.71,375.87
2023-03-17 22:55:00,1005,gold,AAPL,buy,1.46,161.32
2023-01-16 16:20:00,1005,gold,QQQ,buy,5.31,387.49
2023-02-09 08:55:00,1005,gold,GOOGL,buy,4.57,2596.48
2023-02-10 14:07:00,1005,gold,MSFT,sell,5.19,310.47
2023-01-26 11:15:00,1005,gold,AAPL,buy,7.67,150.49
2023-03-04 21:54:00,1005,gold,GOOGL,sell,6.13,2665.19
2023-03-11 21:54:00,1005,gold,SPY,sell,2.51,424.42
2023-03-22 07:53:00,1005,gold,AAPL,buy,8.55,152.23
2023-03-03 22:30:00,1005,gold,AAPL,buy,1.08,165.17
2023-01-03 17:08:00,1005,gold,SPY,buy,1.06,413.74
2023-02-04 13:32:00,1005,gold,SPY,buy,1.96,426.32
2023-01-11 22:18:00,1005,gold,AAPL,sell,9.63,163.77
2023-02-25 22:00:00,1005,gold,AAPL,buy,4.65,161.32
2023-02-04 01:35:00,1005,gold,MSFT,buy,9.05,316.05
2023-03-17 04:55:00,1005,gold,AAPL,sell,9.09,166.91
2023-02-19 04:46:00,1005,gold,SPY,buy,3.69,433.85
2023-02-20 11:08:00,1005,gold,AAPL,sell,1.48,163.11
2023-03-16 22:33:00,1005,gold,AAPL,sell,8.05,163.52
2023-03-23 05:15:00,1005,gold,SPY,buy,7.95,413.4
2023-01-12 06:23:00,1005,gold,SPY,sell,4.25,438.07
2023-02-11 13:08:00,1005,gold,SPY,sell,6.01,427.71
2023-03-08 05:47:00,1005,gold,AAPL,sell,4.72,173.38
2023-03-03 02:37:00,1005,gold,SPY,buy,2.25,421.73
2023-01-01 13:30:00,1005,gold,MSFT,sell,9.5,304.67
2023-01-18 10:15:00,1005,gold,MSFT,sell,8.24,312.62
2023-03-15 08:16:00,1005,gold,MSFT,buy,5.31,292.77
2023-01-24 23:16:00,1005,gold,MSFT,sell,3.52,317.28
2023-02-22 22:58:00,1005,gold,QQQ,buy,9.58,377.71
2023-03-18 16:21:00,1005,gold,SPY,buy,6.7,439.45
2023-03-31 18:19:00,1005,gold,QQQ,sell,5.81,388.74
2023-03-24 23:07:00,1005,gold,QQQ,buy,1.98,372.53
2023-03-16 23:28:00,1005,gold,SPY,sell,9.69,425.53
2023-01-04 16:28:00,1005,gold,QQQ,buy,5.01,363.8
2023-02-28 07:03:00,1005,gold,AAPL,sell,4.74,178.85
2023-04-01 03:55:00,1005,gold,QQQ,sell,4.13,351.79
2023-01-21 11:17:00,1005,gold,AAPL,sell,6.83,170.31
2023-01-04 20:57:00,1005,gold,QQQ,sell,9.63,367.29
2023-01-09 19:42:00,1005,gold,GOOGL,sell,6.33,2711.42
2023-02-10 20:22:00,1005,gold,AAPL,buy,4.29,155.91
2023-02-08 20:58:00,1005,gold,SPY,sell,6.28,440.69
2023-02-19 14:16:00,1005,gold,QQQ,buy,7.05,355.65
2023-01-23 18:56:00,1005,gold,QQQ,buy,6.17,387.23
2023-03-04 04:39:00,1005,gold,GOOGL,sell,3.6,2752.6
2023-03-04 05:42:00,1005,gold,GOOGL,sell,9.67,2648.49
2023-03-14 16:54:00,1005,gold,AAPL,buy,8.16,156.62
2023-02-26 18:38:00,1005,gold,QQQ,buy,6.15,380.27
2023-02-14 02:58:00,1005,gold,GOOGL,sell,1.92,2725.4
2023-03-22 14:36:00,1005,gold,SPY,buy,7.98,417.53
2023-01-22 11:02:00,1005,gold,GOOGL,buy,8.06,2741.63
2023-02-22 02:01:00,1005,gold,MSFT,sell,6.15,316.01
